size	library	time
9x9	scipy	0,00022062299999997537
9x9	pydct	0,004594775999999967
9x9	scipy	0,00018860999999997796
9x9	pydct	0,004678589000000011
9x9	scipy	0,00019481599999998656
9x9	pydct	0,004626039000000026
9x9	scipy	0,0002393820000000102
9x9	pydct	0,004756749999999976
10x10	scipy	0,00020678499999998712
10x10	pydct	0,006337177999999999
10x10	scipy	0,0002807879999999763
10x10	pydct	0,005963678000000028
10x10	scipy	0,00023867699999996494
10x10	pydct	0,0071480150000000076
10x10	scipy	0,00021816800000001857
10x10	pydct	0,006806014000000027
10x10	scipy	0,00023167600000001398
10x10	pydct	0,007063503999999998
10x10	scipy	0,00020956199999999647
10x10	pydct	0,006954441000000033
10x10	scipy	0,00021637200000002021
10x10	pydct	0,007334920999999994
10x10	scipy	0,0002531090000000291
10x10	pydct	0,006786375999999983
10x10	scipy	0,0002473450000000099
10x10	pydct	0,005721860999999995
10x10	scipy	0,00019946299999995531
10x10	pydct	0,005595571999999993
11x11	scipy	0,0002609769999999956
11x11	pydct	0,008291507000000031
11x11	scipy	0,00023895100000004277
11x11	pydct	0,007055905999999945
11x11	scipy	0,0002347670000000246
11x11	pydct	0,007005071000000029
11x11	scipy	0,0002091379999999976
11x11	pydct	0,007298048000000001
11x11	scipy	0,00019606900000002092
11x11	pydct	0,007242397000000067
11x11	scipy	0,0002066870000000387
11x11	pydct	0,007203218999999983
11x11	scipy	0,00020387200000004935
11x11	pydct	0,007145359000000018
11x11	scipy	0,00024279999999998747
11x11	pydct	0,006996461000000065
11x11	scipy	0,00020828000000006064
11x11	pydct	0,007207698999999956
11x11	scipy	0,0002059500000000103
11x11	pydct	0,00709801600000004
12x12	scipy	0,00022399000000006275
12x12	pydct	0,008931411000000056
12x12	scipy	0,00022049899999998512
12x12	pydct	0,00916831600000001
12x12	scipy	0,00023041599999995555
12x12	pydct	0,009532906000000008
12x12	scipy	0,00023103800000001673
12x12	pydct	0,009915498999999994
12x12	scipy	0,00025274400000008246
12x12	pydct	0,010017808000000072
12x12	scipy	0,00019187399999998078
12x12	pydct	0,009436675999999977
12x12	scipy	0,00031029400000004426
12x12	pydct	0,009148342000000032
12x12	scipy	0,00020796000000000703
12x12	pydct	0,009544046000000028
12x12	scipy	0,00022065200000009888
12x12	pydct	0,009679148000000026
12x12	scipy	0,00020002399999996534
12x12	pydct	0,010292332999999987
13x13	scipy	0,00026665599999997625
13x13	pydct	0,012236856000000018
13x13	scipy	0,00025653300000005874
13x13	pydct	0,012714718999999985
13x13	scipy	0,00024494699999999536
13x13	pydct	0,012517248999999953
13x13	scipy	0,00022534799999995858
13x13	pydct	0,011582038000000017
13x13	scipy	0,0002778669999999872
13x13	pydct	0,011614522999999988
13x13	scipy	0,00027365000000001416
13x13	pydct	0,012237567000000005
13x13	scipy	0,00021240000000000148
13x13	pydct	0,013809446000000003
13x13	scipy	0,00043979800000004676
13x13	pydct	0,013277315000000067
13x13	scipy	0,000326884999999999
13x13	pydct	0,012730408000000026
13x13	scipy	0,0002297399999999783
13x13	pydct	0,011148988999999943
14x14	scipy	0,00028246200000003885
14x14	pydct	0,014508342000000063
14x14	scipy	0,00023620400000001762
14x14	pydct	0,014971363000000015
14x14	scipy	0,00021051100000002432
14x14	pydct	0,014099074999999961
14x14	scipy	0,000207171000000006
14x14	pydct	0,015131867000000021
14x14	scipy	0,00026984899999993317
14x14	pydct	0,013999581999999955
14x14	scipy	0,00021381099999995268
14x14	pydct	0,013743122999999913
14x14	scipy	0,0002161730000000972
14x14	pydct	0,014000051000000013
14x14	scipy	0,0002262280000000505
14x14	pydct	0,013753886000000048
14x14	scipy	0,00020670199999994754
14x14	pydct	0,013481689000000019
14x14	scipy	0,00020449499999997123
14x14	pydct	0,01384631599999997
15x15	scipy	0,00024556999999991724
15x15	pydct	0,016553943999999987
15x15	scipy	0,0002101150000000107
15x15	pydct	0,01667342000000005
15x15	scipy	0,00019982699999998577
15x15	pydct	0,01603866399999998
15x15	scipy	0,00022580599999999507
15x15	pydct	0,01669503299999986
15x15	scipy	0,00027133899999998157
15x15	pydct	0,01642949700000007
15x15	scipy	0,00023034699999979757
15x15	pydct	0,01687940599999993
15x15	scipy	0,00021750399999986847
15x15	pydct	0,01606466800000006
15x15	scipy	0,00019536499999994739
15x15	pydct	0,016627219000000082
15x15	scipy	0,00022187500000003801
15x15	pydct	0,016487149000000034
15x15	scipy	0,0002479220000000115
15x15	pydct	0,016870340999999955
16x16	scipy	0,00028468999999997635
16x16	pydct	0,019196020999999952
16x16	scipy	0,00020454600000019418
16x16	pydct	0,01945685500000005
16x16	scipy	0,00022443199999999663
16x16	pydct	0,019179101999999837
16x16	scipy	0,00021487999999991736
16x16	pydct	0,019341643999999825
16x16	scipy	0,00024581300000003914
16x16	pydct	0,019536911999999962
16x16	scipy	0,00019853800000002586
16x16	pydct	0,02066255699999986
16x16	scipy	0,00021429400000005927
16x16	pydct	0,02030915600000016
16x16	scipy	0,00021972900000011286
16x16	pydct	0,01941816800000007
16x16	scipy	0,0003002999999999201
16x16	pydct	0,019623058999999943
16x16	scipy	0,00024082499999988904
16x16	pydct	0,01884574299999997
17x17	scipy	0,0003219050000000667
17x17	pydct	0,02270298599999987
17x17	scipy	0,0002227049999998787
17x17	pydct	0,023964235
17x17	scipy	0,00037997800000000304
17x17	pydct	0,02325706300000019
17x17	scipy	0,00030297200000006796
17x17	pydct	0,02312710600000001
17x17	scipy	0,0003370129999999971
17x17	pydct	0,023312392999999876
17x17	scipy	0,00026644299999989407
17x17	pydct	0,02304199699999998
17x17	scipy	0,00022032799999993635
17x17	pydct	0,02279516600000009
17x17	scipy	0,00029134299999999946
17x17	pydct	0,023028467000000052
17x17	scipy	0,0002596440000000033
17x17	pydct	0,022968676999999937
17x17	scipy	0,00023499999999998522
17x17	pydct	0,023038310000000006
18x18	scipy	0,00027940599999998206
18x18	pydct	0,02906439400000016
18x18	scipy	0,00023357099999987696
18x18	pydct	0,030026374999999828
18x18	scipy	0,00028688300000001554
18x18	pydct	0,029479258000000064
18x18	scipy	0,0004427380000000536
18x18	pydct	0,02771576100000006
18x18	scipy	0,00020622900000000222
18x18	pydct	0,02997712099999994
18x18	scipy	0,0002871300000000243
18x18	pydct	0,027600341999999944
18x18	scipy	0,0002863589999999583
18x18	pydct	0,029742949999999935
18x18	scipy	0,0002784059999998423
18x18	pydct	0,02782603700000008
18x18	scipy	0,0003676399999998914
18x18	pydct	0,02828610000000009
18x18	scipy	0,00034626900000001015
18x18	pydct	0,02706232399999986
19x19	scipy	0,0003842389999999529
19x19	pydct	0,031995207000000025
19x19	scipy	0,00027732000000013635
19x19	pydct	0,03201263599999993
19x19	scipy	0,00029508800000010993
19x19	pydct	0,03164077200000004
19x19	scipy	0,0003002759999999327
19x19	pydct	0,031125977999999943
19x19	scipy	0,0002731840000000929
19x19	pydct	0,0306798479999999
19x19	scipy	0,0002246459999999395
19x19	pydct	0,03404305799999996
19x19	scipy	0,0002996180000001125
19x19	pydct	0,030870434999999752
19x19	scipy	0,00026065800000019124
19x19	pydct	0,030993767000000005
19x19	scipy	0,00022473500000019797
19x19	pydct	0,0315319500000002
19x19	scipy	0,00033954699999982907
19x19	pydct	0,03135256199999992
20x20	scipy	0,0002469829999998119
20x20	pydct	0,036081719000000234
20x20	scipy	0,00020787299999991404
20x20	pydct	0,03696841000000006
20x20	scipy	0,0002822650000000593
20x20	pydct	0,03717139199999986
20x20	scipy	0,00025060199999993316
20x20	pydct	0,03638502600000004
20x20	scipy	0,000311189000000045
20x20	pydct	0,039149447000000226
20x20	scipy	0,00023699399999976833
20x20	pydct	0,036386582
20x20	scipy	0,00025105500000011105
20x20	pydct	0,036273533000000135
20x20	scipy	0,00029905000000018944
20x20	pydct	0,03789181000000008
20x20	scipy	0,0002664430000001161
20x20	pydct	0,03671750600000001
20x20	scipy	0,00028066699999973466
20x20	pydct	0,03951445699999967
21x21	scipy	0,0003288879999998606
21x21	pydct	0,04532991499999994
21x21	scipy	0,0002672950000000007
21x21	pydct	0,044908063999999914
21x21	scipy	0,000352987999999943
21x21	pydct	0,04373570200000021
21x21	scipy	0,000277495000000183
21x21	pydct	0,04351845200000026
21x21	scipy	0,00039365799999968587
21x21	pydct	0,04239177399999994
21x21	scipy	0,00042371299999999223
21x21	pydct	0,04232244899999982
21x21	scipy	0,0002827990000002778
21x21	pydct	0,041797607999999986
21x21	scipy	0,00036475400000002267
21x21	pydct	0,04305018400000016
21x21	scipy	0,00028193200000004026
21x21	pydct	0,04428829599999995
21x21	scipy	0,00035508900000014165
21x21	pydct	0,05033258300000032
22x22	scipy	0,00039720199999981887
22x22	pydct	0,04841430899999999
22x22	scipy	0,0003048160000003186
22x22	pydct	0,0469924129999999
22x22	scipy	0,000334617000000037
22x22	pydct	0,04873739300000013
22x22	scipy	0,0002885730000001807
22x22	pydct	0,0486017719999996
22x22	scipy	0,0002949930000002432
22x22	pydct	0,052575008000000256
22x22	scipy	0,00029851500000033226
22x22	pydct	0,05266455800000003
22x22	scipy	0,0002673129999997137
22x22	pydct	0,047745919999999664
22x22	scipy	0,00026562299999977057
22x22	pydct	0,04757819200000002
22x22	scipy	0,00027093400000000045
22x22	pydct	0,05188780999999976
22x22	scipy	0,0002890770000001375
22x22	pydct	0,04825613499999992
23x23	scipy	0,00036509799999961956
23x23	pydct	0,05929034600000005
23x23	scipy	0,00030050099999989754
23x23	pydct	0,056016404000000186
23x23	scipy	0,00033601900000013174
23x23	pydct	0,053774069000000146
23x23	scipy	0,00033808099999976804
23x23	pydct	0,05357589400000018
23x23	scipy	0,00030865100000010415
23x23	pydct	0,05771933000000029
23x23	scipy	0,00031693099999996477
23x23	pydct	0,05718681299999995
23x23	scipy	0,00041634899999998254
23x23	pydct	0,056049535000000095
23x23	scipy	0,00030228000000009914
23x23	pydct	0,055196982999999644
23x23	scipy	0,00035541899999991244
23x23	pydct	0,056252356999999975
23x23	scipy	0,00032481900000025377
23x23	pydct	0,05818991000000029
24x24	scipy	0,0003375420000004681
24x24	pydct	0,06413221800000013
24x24	scipy	0,0003296449999998785
24x24	pydct	0,06111337699999986
24x24	scipy	0,00027913799999979005
24x24	pydct	0,06282783099999989
24x24	scipy	0,00027832399999994095
24x24	pydct	0,0709288689999994
24x24	scipy	0,0003621120000003586
24x24	pydct	0,06112746700000038
24x24	scipy	0,00030169299999993626
24x24	pydct	0,0666709989999994
24x24	scipy	0,0003214859999998154
24x24	pydct	0,060482727000000125
24x24	scipy	0,00031949600000036327
24x24	pydct	0,06655461200000001
24x24	scipy	0,0002916439999998133
24x24	pydct	0,0631168940000002
24x24	scipy	0,0003628680000007378
24x24	pydct	0,063467685
25x25	scipy	0,0003415200000000951
25x25	pydct	0,06962878399999983
25x25	scipy	0,0004926879999995748
25x25	pydct	0,07240853799999947
25x25	scipy	0,0003130880000004055
25x25	pydct	0,07116302699999988
25x25	scipy	0,00029217400000014493
25x25	pydct	0,07090036300000069
25x25	scipy	0,0002847620000006046
25x25	pydct	0,0725925700000003
25x25	scipy	0,00027334500000009143
25x25	pydct	0,06807890999999966
25x25	scipy	0,00033739700000001704
25x25	pydct	0,06889787199999997
25x25	scipy	0,0002801780000005749
25x25	pydct	0,07166152599999975
25x25	scipy	0,00030061499999956
25x25	pydct	0,06918423399999973
25x25	scipy	0,0003861839999999006
25x25	pydct	0,06889162299999985
26x26	scipy	0,000348894000000044
26x26	pydct	0,07708576800000078
26x26	scipy	0,0003062759999998832
26x26	pydct	0,07727864199999956
26x26	scipy	0,000300607999999869
26x26	pydct	0,07667170499999987
26x26	scipy	0,00039518699999963047
26x26	pydct	0,07943413599999971
26x26	scipy	0,0003005610000004211
26x26	pydct	0,07856200900000054
26x26	scipy	0,00030922500000052366
26x26	pydct	0,0777483099999996
26x26	scipy	0,00031939900000033106
26x26	pydct	0,07717172500000036
26x26	scipy	0,0003279720000000097
26x26	pydct	0,0775220120000002
26x26	scipy	0,00036439300000079555
26x26	pydct	0,08259886599999966
26x26	scipy	0,0004015400000003666
26x26	pydct	0,084298435
27x27	scipy	0,00033272100000036886
27x27	pydct	0,08470791299999991
27x27	scipy	0,00033689700000039124
27x27	pydct	0,09658238600000058
27x27	scipy	0,0004206230000001199
27x27	pydct	0,08520347199999989
27x27	scipy	0,0004014919999999478
27x27	pydct	0,08688368700000026
27x27	scipy	0,00033156500000064426
27x27	pydct	0,085799701
27x27	scipy	0,00028404999999942504
27x27	pydct	0,08807038600000006
27x27	scipy	0,000438833999999666
27x27	pydct	0,08673692200000005
27x27	scipy	0,00036460699999985025
27x27	pydct	0,08441033700000045
27x27	scipy	0,00031320800000056437
27x27	pydct	0,09776757099999944
27x27	scipy	0,0004070990000002439
27x27	pydct	0,09261552099999992
28x28	scipy	0,00041599299999983685
28x28	pydct	0,10608073800000017
28x28	scipy	0,0003672390000000192
28x28	pydct	0,09677883899999973
28x28	scipy	0,0004362560000004123
28x28	pydct	0,09330830499999987
28x28	scipy	0,0003052089999995289
28x28	pydct	0,0948760489999998
28x28	scipy	0,0003921059999996146
28x28	pydct	0,09638214299999959
28x28	scipy	0,0003367680000003759
28x28	pydct	0,09596557699999941
28x28	scipy	0,0002999570000001839
28x28	pydct	0,09689008800000032
28x28	scipy	0,000299656000000148
28x28	pydct	0,09539304199999954
28x28	scipy	0,000320851000000566
28x28	pydct	0,09597124200000007
28x28	scipy	0,0004314350000003131
28x28	pydct	0,10317844800000042
29x29	scipy	0,00036036899999913885
29x29	pydct	0,10650977300000086
29x29	scipy	0,00035387799999853087
29x29	pydct	0,10604280299999935
29x29	scipy	0,00047005500000096845
29x29	pydct	0,10849663499999984
29x29	scipy	0,0005112040000003759
29x29	pydct	0,10550491999999956
29x29	scipy	0,00043258600000051217
29x29	pydct	0,10890483300000042
29x29	scipy	0,0004087150000007256
29x29	pydct	0,11134894199999934
29x29	scipy	0,0003491809999989215
29x29	pydct	0,1075318050000007
29x29	scipy	0,00035786000000115337
29x29	pydct	0,10743576700000013
29x29	scipy	0,00038813099999934764
29x29	pydct	0,10846131999999997
29x29	scipy	0,00036103600000103597
29x29	pydct	0,10751600300000064
30x30	scipy	0,00030395299999952385
30x30	pydct	0,12682182300000022
30x30	scipy	0,0002908870000002395
30x30	pydct	0,12058721800000072
30x30	scipy	0,00028588200000001507
30x30	pydct	0,12194976199999985
30x30	scipy	0,0002813689999996427
30x30	pydct	0,12186429700000012
30x30	scipy	0,00039647800000075506
30x30	pydct	0,1250117080000006
30x30	scipy	0,0003090990000007565
30x30	pydct	0,11902091099999978
30x30	scipy	0,00028745199999846704
30x30	pydct	0,12039791900000019
30x30	scipy	0,00028902399999886086
30x30	pydct	0,11363809800000091
30x30	scipy	0,00028979600000056394
30x30	pydct	0,11253106699999904
30x30	scipy	0,0002951000000006587
30x30	pydct	0,12164632600000047
31x31	scipy	0,0003806250000000233
31x31	pydct	0,12398478900000143
31x31	scipy	0,00041184300000018936
31x31	pydct	0,12737220400000027
31x31	scipy	0,000405709000000698
31x31	pydct	0,12825270999999994
31x31	scipy	0,00040942599999915785
31x31	pydct	0,1234464949999996
31x31	scipy	0,00037310099999920965
31x31	pydct	0,12747106200000147
31x31	scipy	0,00037696899999950517
31x31	pydct	0,13290821200000025
31x31	scipy	0,0004923090000001906
31x31	pydct	0,13026590199999966
31x31	scipy	0,0004180419999997298
31x31	pydct	0,1293860579999997
31x31	scipy	0,00038948099999913666
31x31	pydct	0,13452622199999986
31x31	scipy	0,0003763260000013702
31x31	pydct	0,13008263099999873
32x32	scipy	0,0002967309999988288
32x32	pydct	0,14453513800000017
32x32	scipy	0,0003888189999994296
32x32	pydct	0,14205686700000086
32x32	scipy	0,0002881309999995807
32x32	pydct	0,14349258999999925
32x32	scipy	0,0002917010000000886
32x32	pydct	0,14483200699999976
32x32	scipy	0,00030865599999962967
32x32	pydct	0,13966716800000079
32x32	scipy	0,0003108069999999685
32x32	pydct	0,1384170789999999
32x32	scipy	0,00035195699999945873
32x32	pydct	0,1431444519999996
32x32	scipy	0,00034452199999890354
32x32	pydct	0,14269260300000042
32x32	scipy	0,0003141460000009033
32x32	pydct	0,147384992000001
32x32	scipy	0,00037642700000084517
32x32	pydct	0,14272779200000052
33x33	scipy	0,0003336629999992624
33x33	pydct	0,15951345900000113
33x33	scipy	0,00032304999999865913
33x33	pydct	0,17687143299999875
33x33	scipy	0,00033241200000055926
33x33	pydct	0,15549054499999926
33x33	scipy	0,00037314399999921477
33x33	pydct	0,16141787200000124
33x33	scipy	0,00034547899999992637
33x33	pydct	0,1600064649999986
33x33	scipy	0,0003153180000001754
33x33	pydct	0,1546733480000011
33x33	scipy	0,00030939599999868506
33x33	pydct	0,15395192399999935
33x33	scipy	0,00035326800000134995
33x33	pydct	0,15051035399999968
33x33	scipy	0,00036840099999935205
33x33	pydct	0,16072390499999933
33x33	scipy	0,0003322869999990985
33x33	pydct	0,1550985100000002
34x34	scipy	0,000336824999999763
34x34	pydct	0,16598749899999987
34x34	scipy	0,0003197440000004548
34x34	pydct	0,1699128329999997
34x34	scipy	0,0003442739999997002
34x34	pydct	0,1707381539999986
34x34	scipy	0,0004344879999997886
34x34	pydct	0,16691275900000058
34x34	scipy	0,0003638040000009113
34x34	pydct	0,16903253599999957
34x34	scipy	0,00041403200000011964
34x34	pydct	0,179755737999999
34x34	scipy	0,0004267529999992803
34x34	pydct	0,1647405459999991
34x34	scipy	0,00040574299999995844
34x34	pydct	0,17708500900000068
34x34	scipy	0,0009068739999982256
34x34	pydct	0,16890179900000035
34x34	scipy	0,00039206199999952673
34x34	pydct	0,1780056899999991
35x35	scipy	0,0005288829999976485
35x35	pydct	0,1806631799999998
35x35	scipy	0,0003273260000007383
35x35	pydct	0,18397231399999825
35x35	scipy	0,0003263790000005429
35x35	pydct	0,1893006160000006
35x35	scipy	0,00031415199999784704
35x35	pydct	0,18335723899999934
35x35	scipy	0,0003855119999975898
35x35	pydct	0,18789161999999848
35x35	scipy	0,0004109810000016978
35x35	pydct	0,1793218329999995
35x35	scipy	0,0003395849999989764
35x35	pydct	0,19107252399999908
35x35	scipy	0,0003184479999980283
35x35	pydct	0,18835245700000058
35x35	scipy	0,00032900299999738536
35x35	pydct	0,19518076299999976
35x35	scipy	0,000346575999998322
35x35	pydct	0,18515966000000006
36x36	scipy	0,0002988979999969388
36x36	pydct	0,19483757899999787
36x36	scipy	0,00034315399999940155
36x36	pydct	0,2027626319999989
36x36	scipy	0,0003064839999993296
36x36	pydct	0,1992964189999995
36x36	scipy	0,00032675799999992705
36x36	pydct	0,19406885000000074
36x36	scipy	0,00030752099999986626
36x36	pydct	0,19034217799999809
36x36	scipy	0,0003921309999981304
36x36	pydct	0,19376054900000028
36x36	scipy	0,00030525900000100137
36x36	pydct	0,19133758799999967
36x36	scipy	0,00036935500000012667
36x36	pydct	0,19549202800000032
36x36	scipy	0,00041975299999919
36x36	pydct	0,19917846599999933
36x36	scipy	0,00034182599999965646
36x36	pydct	0,2048006390000019
37x37	scipy	0,0005046250000013686
37x37	pydct	0,2244825110000015
37x37	scipy	0,00044690800000068975
37x37	pydct	0,2229442939999977
37x37	scipy	0,00046361900000135847
37x37	pydct	0,21231716300000159
37x37	scipy	0,00042841499999823895
37x37	pydct	0,2317541399999996
37x37	scipy	0,0004415810000004683
37x37	pydct	0,207745807000002
37x37	scipy	0,0005000869999989277
37x37	pydct	0,21263546599999827
37x37	scipy	0,0004668760000008376
37x37	pydct	0,21292707599999972
37x37	scipy	0,0004272219999990057
37x37	pydct	0,21327398500000072
37x37	scipy	0,00042193099999821015
37x37	pydct	0,21487819500000072
37x37	scipy	0,000414716999998177
37x37	pydct	0,21404615699999852
38x38	scipy	0,0004422200000000487
38x38	pydct	0,22165762099999853
38x38	scipy	0,00035734500000117464
38x38	pydct	0,2292702989999995
38x38	scipy	0,0003513489999988906
38x38	pydct	0,23638988300000108
38x38	scipy	0,00039257100000256173
38x38	pydct	0,2282913430000022
38x38	scipy	0,0003956940000016118
38x38	pydct	0,22411684500000106
38x38	scipy	0,00036933199999822364
38x38	pydct	0,22248963999999916
38x38	scipy	0,0003518810000002759
38x38	pydct	0,22856050699999741
38x38	scipy	0,00043130599999940955
38x38	pydct	0,23262168200000133
38x38	scipy	0,0003867579999976556
38x38	pydct	0,2306941459999976
38x38	scipy	0,0003698800000009328
38x38	pydct	0,23201272600000067
39x39	scipy	0,0003957559999996363
39x39	pydct	0,26046830499999984
39x39	scipy	0,0003794399999996756
39x39	pydct	0,25508674900000017
39x39	scipy	0,0003652969999983213
39x39	pydct	0,24688565400000329
39x39	scipy	0,0004132609999984993
39x39	pydct	0,25793242900000024
39x39	scipy	0,00036869299999864324
39x39	pydct	0,24597586600000199
39x39	scipy	0,00038021800000009875
39x39	pydct	0,2463472820000021
39x39	scipy	0,0003410680000008881
39x39	pydct	0,24947926899999828
39x39	scipy	0,00033948099999747683
39x39	pydct	0,24698121599999823
39x39	scipy	0,0004026649999993026
39x39	pydct	0,2558102400000024
39x39	scipy	0,00041135500000066827
39x39	pydct	0,252966365999999
40x40	scipy	0,0004232670000021699
40x40	pydct	0,2700056189999991
40x40	scipy	0,00031694800000181544
40x40	pydct	0,2636680009999992
40x40	scipy	0,00029847500000101945
40x40	pydct	0,27082062100000215
40x40	scipy	0,0003029760000003989
40x40	pydct	0,2780449979999986
40x40	scipy	0,00038178600000193796
40x40	pydct	0,26117639699999984
40x40	scipy	0,0003799839999985011
40x40	pydct	0,25845340300000075
40x40	scipy	0,00031547599999726117
40x40	pydct	0,26471840199999974
40x40	scipy	0,00031354599999744437
40x40	pydct	0,26024632500000067
40x40	scipy	0,0003362390000027915
40x40	pydct	0,2789792750000011
40x40	scipy	0,000333537999999578
40x40	pydct	0,2615362809999979
41x41	scipy	0,0005166390000006515
41x41	pydct	0,28905611500000106
41x41	scipy	0,0005300590000025807
41x41	pydct	0,3094490360000002
41x41	scipy	0,0004739459999996143
41x41	pydct	0,28762922099999955
41x41	scipy	0,0005599580000001936
41x41	pydct	0,291687655999997
41x41	scipy	0,00055968799999917
41x41	pydct	0,28534784900000076
41x41	scipy	0,0005243630000002497
41x41	pydct	0,28872904999999705
41x41	scipy	0,0005600659999984714
41x41	pydct	0,29862680600000147
41x41	scipy	0,0005532869999989032
41x41	pydct	0,29192352399999777
41x41	scipy	0,000534379999997725
41x41	pydct	0,2894076099999978
